status, name, type, state, url,enlistedDate, counties, petetionDetails
E,'Pupfish, desert',plant,CA,https://ecos.fws.gov/docs/species_images/doc4867-250px-thumbnail.jpg,03/31/1986,'Cochise_AZ|Gila_AZ|Graham_AZ|Maricopa_AZ|Pima_AZ|Santa Cruz_AZ|Yavapai_AZ|Imperial_CA|Riverside_CA|San Diego_CA|',''
E,'Pupfish, Owens',plant,CA,,03/11/1967,'Fresno_CA|Inyo_CA|Mono_CA|Tulare_CA|',''
E,'Rabbit, riparian brush',plant,CA,https://ecos.fws.gov/docs/species_images/doc4950-250px-thumbnail.jpg,02/23/2000,'Sacramento_CA|San Joaquin_CA|Stanislaus_CA|',''
E,'Rail, California clapper',plant,CA,https://ecos.fws.gov/docs/species_images/doc4933-250px-thumbnail.jpg,10/13/1970,'Alameda_CA|Contra Costa_CA|Humboldt_CA|Marin_CA|Mendocino_CA|Monterey_CA|Napa_CA|Sacramento_CA|San Benito_CA|San Francisco_CA|San Joaquin_CA|San Luis Obispo_CA|San Mateo_CA|Santa Clara_CA|Santa Cruz_CA|Solano_CA|Sonoma_CA|',''
E,'Rail, light-footed clapper',plant,CA,https://ecos.fws.gov/docs/species_images/doc5713-250px-thumbnail.jpg,10/13/1970,'Los Angeles_CA|Orange_CA|San Diego_CA|Santa Barbara_CA|Ventura_CA|',''
E,'Rail, Yuma clapper',plant,CA,https://ecos.fws.gov/docs/species_images/doc946-250px-thumbnail.jpg,03/11/1967,'Gila_AZ|La Paz_AZ|Maricopa_AZ|Mohave_AZ|Pinal_AZ|Yuma_AZ|Imperial_CA|Riverside_CA|San Bernardino_CA|San Diego_CA|',''
E,'Salamander, California tiger',plant,CA,https://ecos.fws.gov/docs/species_images/doc3980-250px-thumbnail.jpg,07/22/2002,'Alameda_CA|Amador_CA|Butte_CA|Calaveras_CA|Colusa_CA|Contra Costa_CA|El Dorado_CA|Fresno_CA|Glenn_CA|Kern_CA|Kings_CA|Madera_CA|Mariposa_CA|Merced_CA|Monterey_CA|Napa_CA|Placer_CA|Sacramento_CA|San Benito_CA|San Joaquin_CA|San Luis Obispo_CA|San Mateo_CA|Santa Clara_CA|Santa Cruz_CA|Solano_CA|Stanislaus_CA|Sutter_CA|Tulare_CA|Tuolumne_CA|Yolo_CA|Yuba_CA|','06/13/2001_Listing: Endangered|02/26/1992_Listing: Endangered|02/26/1992_Listing: Endangered|'
E,'Salamander, California tiger',plant,CA,https://ecos.fws.gov/docs/species_images/doc3980-250px-thumbnail.jpg,07/22/2002,'Alameda_CA|Amador_CA|Butte_CA|Calaveras_CA|Colusa_CA|Contra Costa_CA|El Dorado_CA|Fresno_CA|Glenn_CA|Kern_CA|Kings_CA|Madera_CA|Mariposa_CA|Merced_CA|Monterey_CA|Napa_CA|Placer_CA|Sacramento_CA|San Benito_CA|San Joaquin_CA|San Luis Obispo_CA|San Mateo_CA|Santa Clara_CA|Santa Cruz_CA|Solano_CA|Stanislaus_CA|Sutter_CA|Tulare_CA|Tuolumne_CA|Yolo_CA|Yuba_CA|','06/13/2001_Listing: Endangered|02/26/1992_Listing: Endangered|02/26/1992_Listing: Endangered|'
T,'Salamander, California tiger',plant,CA,https://ecos.fws.gov/docs/species_images/doc3980-250px-thumbnail.jpg,07/22/2002,'Alameda_CA|Amador_CA|Butte_CA|Calaveras_CA|Colusa_CA|Contra Costa_CA|El Dorado_CA|Fresno_CA|Glenn_CA|Kern_CA|Kings_CA|Madera_CA|Mariposa_CA|Merced_CA|Monterey_CA|Napa_CA|Placer_CA|Sacramento_CA|San Benito_CA|San Joaquin_CA|San Luis Obispo_CA|San Mateo_CA|Santa Clara_CA|Santa Cruz_CA|Solano_CA|Stanislaus_CA|Sutter_CA|Tulare_CA|Tuolumne_CA|Yolo_CA|Yuba_CA|','06/13/2001_Listing: Endangered|02/26/1992_Listing: Endangered|02/26/1992_Listing: Endangered|'
E,'Salamander, desert slender',plant,CA,,06/04/1973,'Riverside_CA|',''
E,'Salamander, Santa Cruz long-toed',plant,CA,,03/11/1967,'Monterey_CA|San Benito_CA|Santa Clara_CA|Santa Cruz_CA|',''
T,'Salmon, Chinook',plant,CA,https://ecos.fws.gov/docs/species_images/doc4916-250px-thumbnail.jpg,04/06/1990,'Mendocino_CA|',''
E,'Salmon, coho',plant,CA,https://ecos.fws.gov/docs/species_images/doc4983-250px-thumbnail.jpg,11/20/1996,'Mendocino_CA|Siskiyou_CA|',''
T,'Salmon, coho',plant,CA,https://ecos.fws.gov/docs/species_images/doc4983-250px-thumbnail.jpg,11/20/1996,'Mendocino_CA|Siskiyou_CA|',''
T,'Seal, Guadalupe fur',plant,CA,https://ecos.fws.gov/docs/species_images/doc3633-250px-thumbnail.jpg,03/11/1967,'Marin_CA|San Francisco_CA|San Mateo_CA|Sonoma_CA|',''
E,'Sea turtle, leatherback',plant,CA,https://ecos.fws.gov/docs/species_images/doc3727-250px-thumbnail.jpg,06/02/1970,'Baldwin_AL|Mobile_AL|Del Norte_CA|Fresno_CA|Humboldt_CA|Los Angeles_CA|Marin_CA|Mendocino_CA|Monterey_CA|Orange_CA|San Diego_CA|San Francisco_CA|San Luis Obispo_CA|San Mateo_CA|Santa Barbara_CA|Santa Cruz_CA|Sonoma_CA|Ventura_CA|Fairfield_CT|Middlesex_CT|New Haven_CT|New London_CT|Sussex_DE|Bay_FL|Brevard_FL|Broward_FL|Charlotte_FL|Collier_FL|Duval_FL|Escambia_FL|Flagler_FL|Franklin_FL|Gulf_FL|Hillsborough_FL|Indian River_FL|Lee_FL|Manatee_FL|Martin_FL|Miami-Dade_FL|Monroe_FL|Nassau_FL|Okaloosa_FL|Palm Beach_FL|Pinellas_FL|St. Johns_FL|St. Lucie_FL|Santa Rosa_FL|Sarasota_FL|Volusia_FL|Walton_FL|Bryan_GA|Camden_GA|Chatham_GA|Glynn_GA|Liberty_GA|McIntosh_GA|Hawaii_HI|Honolulu_HI|Kalawao_HI|Kauai_HI|Maui_HI|Cameron_LA|Iberia_LA|Jefferson_LA|Lafourche_LA|Plaquemines_LA|St. Bernard_LA|St. Mary_LA|Terrebonne_LA|Vermilion_LA|Cumberland_ME|Hancock_ME|Knox_ME|Lincoln_ME|Sagadahoc_ME|Waldo_ME|Washington_ME|York_ME|Worcester_MD|Barnstable_MA|Bristol_MA|Dukes_MA|Essex_MA|Nantucket_MA|Norfolk_MA|Plymouth_MA|Suffolk_MA|Hancock_MS|Harrison_MS|Jackson_MS|Rockingham_NH|Atlantic_NJ|Cape May_NJ|Monmouth_NJ|Ocean_NJ|Kings_NY|Nassau_NY|Queens_NY|Richmond_NY|Suffolk_NY|Beaufort_NC|Brunswick_NC|Carteret_NC|Craven_NC|Currituck_NC|Dare_NC|Hyde_NC|New Hanover_NC|Onslow_NC|Pamlico_NC|Pender_NC|Clatsop_OR|Coos_OR|Curry_OR|Douglas_OR|Lane_OR|Lincoln_OR|Tillamook_OR|Bristol_RI|Kent_RI|Newport_RI|Providence_RI|Washington_RI|Beaufort_SC|Charleston_SC|Colleton_SC|Georgetown_SC|Horry_SC|Jasper_SC|Aransas_TX|Brazoria_TX|Calhoun_TX|Cameron_TX|Chambers_TX|Galveston_TX|Jefferson_TX|Kenedy_TX|Kleberg_TX|Matagorda_TX|Nueces_TX|Refugio_TX|San Patricio_TX|Willacy_TX|Accomack_VA|Northampton_VA|Virginia Beach_VA|Clallam_WA|Grays Harbor_WA|Island_WA|Jefferson_WA|Pacific_WA|San Juan_WA|Aguada_PR|Aguadilla_PR|Añasco_PR|Arecibo_PR|Arroyo_PR|Barceloneta_PR|Cabo Rojo_PR|Camuy_PR|Carolina_PR|Cataño_PR|Ceiba_PR|Culebra_PR|Dorado_PR|Fajardo_PR|Guánica_PR|Guayama_PR|Guayanilla_PR|Hatillo_PR|Humacao_PR|Isabela_PR|Juana Díaz_PR|Lajas_PR|Loíza_PR|Luquillo_PR|Manatí_PR|Maunabo_PR|Mayagüez_PR|Naguabo_PR|Patillas_PR|Peñuelas_PR|Ponce_PR|Quebradillas_PR|Rincón_PR|Río Grande_PR|Salinas_PR|San Juan_PR|Santa Isabel_PR|Toa Baja_PR|Vega Alta_PR|Vega Baja_PR|Vieques_PR|Yabucoa_PR|Yauco_PR|St. Croix_VI|St. John_VI|St. Thomas_VI|','09/20/2017_Reclassify: Downlist threatened|02/23/2010_|'
T,'Sea turtle, olive ridley',plant,CA,https://ecos.fws.gov/docs/species_images/doc978-250px-thumbnail.jpg,07/28/1978,'Del Norte_CA|Fresno_CA|Humboldt_CA|Los Angeles_CA|Marin_CA|Mendocino_CA|Monterey_CA|Orange_CA|San Diego_CA|San Francisco_CA|San Luis Obispo_CA|San Mateo_CA|Santa Barbara_CA|Santa Cruz_CA|Sonoma_CA|Ventura_CA|Hawaii_HI|Honolulu_HI|Kalawao_HI|Kauai_HI|Maui_HI|Clatsop_OR|Coos_OR|Curry_OR|Douglas_OR|Lane_OR|Lincoln_OR|Tillamook_OR|',''
E,'Sheep, Peninsular bighorn',plant,CA,https://ecos.fws.gov/docs/species_images/doc4921-250px-thumbnail.jpg,03/18/1998,'Imperial_CA|Riverside_CA|San Diego_CA|','07/15/1991_Listing: Threatened|'
E,'Sheep, Sierra Nevada bighorn',plant,CA,https://ecos.fws.gov/docs/species_images/doc4922-250px-thumbnail.jpg,04/20/1999,'Fresno_CA|Inyo_CA|Kern_CA|Madera_CA|Mono_CA|Tulare_CA|Tuolumne_CA|','02/11/1999_Listing: EndangeredAPA: Designate Critical Habitat|'
E,'Shrew, Buena Vista Lake ornate',plant,CA,https://ecos.fws.gov/docs/species_images/doc4942-250px-thumbnail.jpg,03/06/2002,'Kern_CA|San Luis Obispo_CA|Ventura_CA|',''
E,'Shrike, San Clemente loggerhead',plant,CA,,09/12/1977,'Los Angeles_CA|',''
E,'Shrimp, California freshwater',plant,CA,,10/31/1988,'Contra Costa_CA|Lake_CA|Marin_CA|Mendocino_CA|Napa_CA|Solano_CA|Sonoma_CA|Yolo_CA|',''
E,'Skipper, Carson wandering',plant,CA,,11/29/2001,'Lassen_CA|Plumas_CA|Douglas_NV|Storey_NV|Washoe_NV|Carson City_NV|','11/14/2000_Listing: EndangeredAPA: Designate Critical Habitat|'
E,'Skipper, Laguna Mountains',plant,CA,https://ecos.fws.gov/docs/species_images/doc5158-250px-thumbnail.jpg,01/16/1997,'San Diego_CA|','06/03/1991_Listing: Endangered|'
T,'Smelt, delta',plant,CA,https://ecos.fws.gov/docs/species_images/doc4900-250px-thumbnail.jpg,03/05/1993,'Alameda_CA|Alpine_CA|Colusa_CA|Contra Costa_CA|El Dorado_CA|Fresno_CA|Glenn_CA|Inyo_CA|Kings_CA|Lake_CA|Lassen_CA|Marin_CA|Mendocino_CA|Merced_CA|Mono_CA|Monterey_CA|Napa_CA|Placer_CA|Plumas_CA|Sacramento_CA|San Benito_CA|San Francisco_CA|San Joaquin_CA|San Luis Obispo_CA|San Mateo_CA|Santa Clara_CA|Santa Cruz_CA|Shasta_CA|Sierra_CA|Siskiyou_CA|Solano_CA|Sonoma_CA|Stanislaus_CA|Sutter_CA|Tehama_CA|Trinity_CA|Tulare_CA|Tuolumne_CA|Yolo_CA|','06/29/1990_Listing: Endangered|03/09/2006_Reclassify: Uplist endangered|08/07/2002_Delisting: Original Data in Error - New information|'
E,'Snail, Morro shoulderband (=Banded dune)',plant,CA,,12/15/1994,'San Luis Obispo_CA|',''
T,'Snake, giant garter',plant,CA,https://ecos.fws.gov/docs/species_images/doc3735-250px-thumbnail.jpg,10/20/1993,'Alameda_CA|Amador_CA|Butte_CA|Calaveras_CA|Colusa_CA|Contra Costa_CA|El Dorado_CA|Fresno_CA|Glenn_CA|Kern_CA|Kings_CA|Lake_CA|Madera_CA|Mariposa_CA|Merced_CA|Napa_CA|Nevada_CA|Placer_CA|Sacramento_CA|San Joaquin_CA|San Luis Obispo_CA|Santa Clara_CA|Solano_CA|Stanislaus_CA|Sutter_CA|Tehama_CA|Tulare_CA|Tuolumne_CA|Yolo_CA|Yuba_CA|','09/21/1990_Listing: Endangered|'
E,'Snake, San Francisco garter',plant,CA,,03/11/1967,'Alameda_CA|San Francisco_CA|San Mateo_CA|Santa Clara_CA|Santa Cruz_CA|',''
T,'Sparrow, San Clemente sage',plant,CA,,09/12/1977,'Los Angeles_CA|',''
T,'Steelhead',plant,CA,https://ecos.fws.gov/docs/species_images/doc4984-250px-thumbnail.jpg,06/17/1998,'Mendocino_CA|',''
T,'Steelhead',plant,CA,https://ecos.fws.gov/docs/species_images/doc4984-250px-thumbnail.jpg,06/17/1998,'Mendocino_CA|',''
E,'Steelhead',plant,CA,https://ecos.fws.gov/docs/species_images/doc4984-250px-thumbnail.jpg,06/17/1998,'Mendocino_CA|',''
E,'Stickleback, unarmored threespine',plant,CA,https://ecos.fws.gov/docs/species_images/doc4890-250px-thumbnail.jpg,10/13/1970,'Los Angeles_CA|San Bernardino_CA|San Diego_CA|Santa Barbara_CA|Ventura_CA|','09/06/1994_Listing: EndangeredAPA: Designate Critical Habitat|'
T,'sturgeon, green',plant,CA,https://ecos.fws.gov/docs/species_images/doc4843-250px-thumbnail.jpg,06/06/2006,'Alameda_CA|Butte_CA|Colusa_CA|Contra Costa_CA|Glenn_CA|Marin_CA|Mendocino_CA|Merced_CA|Napa_CA|Sacramento_CA|San Francisco_CA|San Joaquin_CA|San Mateo_CA|Santa Clara_CA|Shasta_CA|Siskiyou_CA|Solano_CA|Sonoma_CA|Stanislaus_CA|Sutter_CA|Tehama_CA|Yolo_CA|Yuba_CA|',''
E,'Sucker, Lost River',plant,CA,https://ecos.fws.gov/docs/species_images/doc2514-250px-thumbnail.jpg,07/18/1988,'Del Norte_CA|Humboldt_CA|Modoc_CA|Siskiyou_CA|Trinity_CA|Jackson_OR|Josephine_OR|Klamath_OR|Lake_OR|','01/13/2009_Delisting: Original Data in Error - New information|12/11/2001_Delisting: Original Data in Error - New information|10/18/2001_Delisting: Original Data in Error - New information|10/17/2001_Delisting: Original Data in Error - New information|10/01/2001_Delisting: Original Data in Error - New information|'
E,'Sucker, razorback',plant,CA,https://ecos.fws.gov/docs/species_images/doc4960-250px-thumbnail.jpg,10/23/1991,'Coconino_AZ|Gila_AZ|Graham_AZ|Greenlee_AZ|La Paz_AZ|Maricopa_AZ|Mohave_AZ|Pinal_AZ|Yavapai_AZ|Yuma_AZ|Imperial_CA|Riverside_CA|San Bernardino_CA|Delta_CO|Garfield_CO|Mesa_CO|Moffat_CO|Montezuma_CO|Rio Grande_CO|Saguache_CO|Clark_NV|San Juan_NM|Carbon_UT|Daggett_UT|Duchesne_UT|Emery_UT|Garfield_UT|Grand_UT|Kane_UT|San Juan_UT|Sanpete_UT|Summit_UT|Uintah_UT|Utah_UT|Wasatch_UT|Wayne_UT|',''
T,'Sucker, Santa Ana',plant,CA,https://ecos.fws.gov/docs/species_images/doc4856-250px-thumbnail.jpg,04/12/2000,'Los Angeles_CA|Orange_CA|Riverside_CA|San Bernardino_CA|Ventura_CA|','09/06/1994_Listing: EndangeredAPA: Designate Critical Habitat|'
E,'Sucker, shortnose',plant,CA,https://ecos.fws.gov/docs/species_images/doc2513-250px-thumbnail.jpg,07/18/1988,'Del Norte_CA|Humboldt_CA|Modoc_CA|Siskiyou_CA|Trinity_CA|Jackson_OR|Josephine_OR|Klamath_OR|Lake_OR|','01/13/2009_Delisting: Original Data in Error - New information|12/11/2001_Delisting: Original Data in Error - New information|10/18/2001_Delisting: Original Data in Error - New information|10/17/2001_Delisting: Original Data in Error - New information|10/01/2001_Delisting: Original Data in Error - New information|'
T,'Sucker, Warner',plant,CA,,09/27/1985,'Modoc_CA|Washoe_NV|Harney_OR|Lake_OR|',''
E,'Tadpole shrimp, vernal pool',plant,CA,,09/19/1994,'Alameda_CA|Amador_CA|Butte_CA|Calaveras_CA|Colusa_CA|Contra Costa_CA|Del Norte_CA|El Dorado_CA|Fresno_CA|Glenn_CA|Humboldt_CA|Kings_CA|Lake_CA|Madera_CA|Mariposa_CA|Merced_CA|Napa_CA|Nevada_CA|Placer_CA|Sacramento_CA|San Joaquin_CA|San Mateo_CA|Santa Clara_CA|Shasta_CA|Siskiyou_CA|Solano_CA|Stanislaus_CA|Sutter_CA|Tehama_CA|Trinity_CA|Tulare_CA|Tuolumne_CA|Yolo_CA|Yuba_CA|Jackson_OR|Josephine_OR|Klamath_OR|','08/29/2008_APA: Designate Critical Habitat|01/16/2007_|03/06/2006_APA: Designate Critical Habitat|09/13/2005_|09/12/2005_|09/09/2005_|04/30/1991_Listing: Endangered|11/20/1990_Listing: Endangered|02/29/1996_Delisting: Original Data in Error - New information|'
E,'Tern, California least',plant,CA,https://ecos.fws.gov/docs/species_images/doc4943-250px-thumbnail.jpg,06/02/1970,'Maricopa_AZ|Mohave_AZ|Pima_AZ|Alameda_CA|Contra Costa_CA|Los Angeles_CA|Marin_CA|Monterey_CA|Napa_CA|Orange_CA|Sacramento_CA|San Benito_CA|San Diego_CA|San Francisco_CA|San Luis Obispo_CA|San Mateo_CA|Santa Barbara_CA|Santa Clara_CA|Santa Cruz_CA|Solano_CA|Sonoma_CA|Stanislaus_CA|Ventura_CA|',''
E,'Tiger beetle, Ohlone',plant,CA,,10/03/2001,'Santa Clara_CA|Santa Cruz_CA|','04/30/1997_Listing: Endangered|02/19/1993_Listing: Endangered|'
E,'Toad, arroyo (=arroyo southwestern)',plant,CA,https://ecos.fws.gov/docs/species_images/doc4849-250px-thumbnail.jpg,12/16/1994,'Los Angeles_CA|Monterey_CA|Orange_CA|Riverside_CA|San Bernardino_CA|San Diego_CA|San Luis Obispo_CA|Santa Barbara_CA|Ventura_CA|','12/30/1992_Listing: Threatened|12/22/2011_Reclassify: Downlist threatenedDelisting: Recovery|01/07/2002_APA: Designate Critical Habitat|'
T,'toad, Yosemite',plant,CA,,06/30/2014,'Alpine_CA|Amador_CA|Calaveras_CA|El Dorado_CA|Fresno_CA|Inyo_CA|Madera_CA|Mariposa_CA|Mono_CA|Tulare_CA|Tuolumne_CA|','03/06/2000_Listing: EndangeredAPA: Designate Critical Habitat|'
T,'Tortoise, desert',plant,CA,https://ecos.fws.gov/docs/species_images/doc3729-250px-thumbnail.jpg,08/20/1980,'Mohave_AZ|','09/14/1984_Listing: Threatened|06/20/2002_Reclassify: Uplist endangered|'
T,'Towhee, Inyo California',plant,CA,,08/03/1987,'Fresno_CA|Inyo_CA|San Bernardino_CA|Tulare_CA|','12/22/2011_Reclassify: Downlist threatenedDelisting: Recovery|'
T,'Trout, Lahontan cutthroat',plant,CA,https://ecos.fws.gov/docs/species_images/doc2485-250px-thumbnail.jpg,10/13/1970,'Alpine_CA|Amador_CA|El Dorado_CA|Fresno_CA|Inyo_CA|Lake_CA|Lassen_CA|Madera_CA|Mono_CA|Nevada_CA|Placer_CA|Plumas_CA|Sierra_CA|Sonoma_CA|Tuolumne_CA|Churchill_NV|Clark_NV|Douglas_NV|Elko_NV|Esmeralda_NV|Eureka_NV|Humboldt_NV|Lander_NV|Lincoln_NV|Lyon_NV|Mineral_NV|Nye_NV|Pershing_NV|Storey_NV|Washoe_NV|White Pine_NV|Carson City_NV|Harney_OR|Malheur_OR|Box Elder_UT|','04/05/2007_Delisting: Original Data in Error - New information|04/12/1993_Delisting: Original Data in Error - New information|'
T,'Trout, Little Kern golden',plant,CA,,05/15/1978,'Tulare_CA|',''
T,'Trout, Paiute cutthroat',plant,CA,https://ecos.fws.gov/docs/species_images/doc2486-250px-thumbnail.jpg,03/11/1967,'Alpine_CA|Fresno_CA|Madera_CA|Mariposa_CA|Mono_CA|Tuolumne_CA|',''
E,'Tui chub, Mohave',plant,CA,,10/13/1970,'Kern_CA|San Bernardino_CA|',''
E,"Vireo, least Bell's",plant,CA,https://ecos.fws.gov/docs/species_images/doc4958-250px-thumbnail.jpg,05/02/1986,'Imperial_CA|Inyo_CA|Kern_CA|Los Angeles_CA|Monterey_CA|Orange_CA|Riverside_CA|Sacramento_CA|San Benito_CA|San Bernardino_CA|San Diego_CA|San Joaquin_CA|San Luis Obispo_CA|Santa Barbara_CA|Santa Clara_CA|Santa Cruz_CA|Stanislaus_CA|Tulare_CA|Ventura_CA|Yolo_CA|','02/15/1996_|11/08/1979_Listing: Threatened|'
E,'Vole, Amargosa',plant,CA,,11/15/1984,'Fresno_CA|Inyo_CA|San Bernardino_CA|Tulare_CA|',''
E,'Whale, blue',plant,CA,,06/02/1970,'Valdez-Cordova_AK|Mendocino_CA|',''
E,'Whale, finback',plant,CA,,06/02/1970,'Baldwin_AL|Mobile_AL|Mendocino_CA|Bryan_GA|Camden_GA|Chatham_GA|Glynn_GA|Liberty_GA|McIntosh_GA|',''
E,'Whale, Sei',plant,CA,,06/02/1970,'Mendocino_CA|',''
E,'Whale, sperm',plant,CA,https://ecos.fws.gov/docs/species_images/doc1497-250px-thumbnail.jpg,06/02/1970,'Valdez-Cordova_AK|Mendocino_CA|',''
T,'Whipsnake (=striped racer), Alameda',plant,CA,,12/05/1997,'Alameda_CA|Contra Costa_CA|San Francisco_CA|San Joaquin_CA|San Mateo_CA|Santa Clara_CA|Solano_CA|Stanislaus_CA|',''
E,'Wolf, gray',plant,CA,https://ecos.fws.gov/docs/species_images/doc3630-250px-thumbnail.jpg,03/09/1978,'Ada_ID|Adams_ID|Bannock_ID|Bear Lake_ID|Benewah_ID|Bingham_ID|Blaine_ID|Boise_ID|Bonner_ID|Bonneville_ID|Boundary_ID|Butte_ID|Camas_ID|Canyon_ID|Caribou_ID|Cassia_ID|Clark_ID|Clearwater_ID|Custer_ID|Elmore_ID|Franklin_ID|Fremont_ID|Gem_ID|Gooding_ID|Idaho_ID|Jefferson_ID|Jerome_ID|Kootenai_ID|Latah_ID|Lemhi_ID|Lewis_ID|Lincoln_ID|Madison_ID|Minidoka_ID|Nez Perce_ID|Oneida_ID|Owyhee_ID|Payette_ID|Power_ID|Shoshone_ID|Teton_ID|Twin Falls_ID|Valley_ID|Washington_ID|Beaverhead_MT|Big Horn_MT|Blaine_MT|Broadwater_MT|Carbon_MT|Carter_MT|Cascade_MT|Chouteau_MT|Custer_MT|Daniels_MT|Dawson_MT|Deer Lodge_MT|Fallon_MT|Fergus_MT|Flathead_MT|Gallatin_MT|Garfield_MT|Glacier_MT|Golden Valley_MT|Granite_MT|Hill_MT|Jefferson_MT|Judith Basin_MT|Lake_MT|Lewis and Clark_MT|Liberty_MT|Lincoln_MT|McCone_MT|Madison_MT|Meagher_MT|Mineral_MT|Missoula_MT|Musselshell_MT|Park_MT|Petroleum_MT|Phillips_MT|Pondera_MT|Powder River_MT|Powell_MT|Prairie_MT|Ravalli_MT|Richland_MT|Roosevelt_MT|Rosebud_MT|Sanders_MT|Sheridan_MT|Silver Bow_MT|Stillwater_MT|Sweet Grass_MT|Teton_MT|Toole_MT|Treasure_MT|Valley_MT|Wheatland_MT|Wibaux_MT|Yellowstone_MT|Baker_OR|Grant_OR|Harney_OR|Malheur_OR|Umatilla_OR|Union_OR|Wallowa_OR|Box Elder_UT|Cache_UT|Davis_UT|Morgan_UT|Rich_UT|Summit_UT|Weber_UT|Adams_WA|Asotin_WA|Benton_WA|Columbia_WA|Douglas_WA|Ferry_WA|Franklin_WA|Garfield_WA|Grant_WA|Lincoln_WA|Okanogan_WA|Pend Oreille_WA|Spokane_WA|Stevens_WA|Walla Walla_WA|Whitman_WA|Albany_WY|Big Horn_WY|Campbell_WY|Carbon_WY|Converse_WY|Crook_WY|Fremont_WY|Goshen_WY|Hot Springs_WY|Johnson_WY|Laramie_WY|Lincoln_WY|Natrona_WY|Niobrara_WY|Park_WY|Platte_WY|Sheridan_WY|Sublette_WY|Sweetwater_WY|Teton_WY|Uinta_WY|Washakie_WY|Weston_WY|','01/27/2015_Listing: ThreatenedReclassify: Amend listing|02/04/2009_Listing: Similarity of appearance Listing: EndangeredAPA: Produce new recovery plan|04/07/2003_Listing: Endangered|02/26/2019_Reclassify: Amend listing|06/17/2010_Delisting: Recovery|05/18/2010_Delisting: Recovery|04/27/2010_Delisting: Recovery|03/16/2010_Delisting: Recovery|07/19/2005_Delisting: Original Data in Error - New information|07/15/2005_Delisting: Original Data in Error - New information|'
E,'Woodrat, riparian (=San Joaquin Valley)',plant,CA,https://ecos.fws.gov/docs/species_images/doc4912-250px-thumbnail.jpg,02/23/2000,'San Joaquin_CA|Stanislaus_CA|',''
E,'Allocarya, Calistoga',plant,CA,,10/22/1997,'Napa_CA|Sonoma_CA|',''
E,'Alopecurus, Sonoma',plant,CA,,10/22/1997,'Marin_CA|Napa_CA|Sonoma_CA|',''
E,'Ambrosia, San Diego',plant,CA,https://ecos.fws.gov/docs/species_images/doc5145-250px-thumbnail.jpg,07/02/2002,'Riverside_CA|San Diego_CA|','01/09/1997_Listing: EndangeredAPA: Designate Critical Habitat|'
T,'amole, purple',plant,CA,,03/20/2000,'Monterey_CA|San Luis Obispo_CA|',''
T,'Baccharis, Encinitas',plant,CA,,10/07/1996,'San Diego_CA|','12/14/1990_Listing: Endangered|'
E,'Barberry, island',plant,CA,,07/31/1997,'Santa Barbara_CA|Ventura_CA|',''
E,"Barberry, Nevin's",plant,CA,,10/13/1998,'Los Angeles_CA|Riverside_CA|San Bernardino_CA|San Diego_CA|',''
E,'Bedstraw, El Dorado',plant,CA,,10/18/1996,'El Dorado_CA|Placer_CA|Sacramento_CA|',''
E,'Bedstraw, island',plant,CA,,07/31/1997,'Santa Barbara_CA|',''
E,"Bird's beak, palmate-bracted",plant,CA,,07/01/1986,'Alameda_CA|Colusa_CA|Contra Costa_CA|Fresno_CA|Glenn_CA|Madera_CA|Sacramento_CA|San Joaquin_CA|Sutter_CA|Yolo_CA|','12/30/1982_Listing: Threatened|'
E,"Bird's-beak, Pennell's",plant,CA,,02/03/1995,'Sonoma_CA|',''
E,"Bird's-beak, salt marsh",plant,CA,https://ecos.fws.gov/docs/species_images/doc5146-250px-thumbnail.jpg,10/29/1978,'Los Angeles_CA|Monterey_CA|Orange_CA|San Diego_CA|San Luis Obispo_CA|Santa Barbara_CA|Ventura_CA|',''
E,"Bird's-beak, soft",plant,CA,,11/20/1997,'Contra Costa_CA|Sacramento_CA|Solano_CA|',''
E,'Bladderpod, San Bernardino Mountains',plant,CA,,08/24/1994,'San Bernardino_CA|',''
E,'Bluegrass, Napa',plant,CA,,10/22/1997,'Napa_CA|Sonoma_CA|',''
E,'Bluegrass, San Bernardino',plant,CA,,10/14/1998,'San Bernardino_CA|San Diego_CA|',''
T,'Brodiaea, Chinese Camp',plant,CA,,10/14/1998,'Calaveras_CA|Stanislaus_CA|Tuolumne_CA|',''
T,'Brodiaea, thread-leaved',plant,CA,https://ecos.fws.gov/docs/species_images/doc5047-250px-thumbnail.jpg,10/13/1998,'Los Angeles_CA|Orange_CA|Riverside_CA|San Bernardino_CA|San Diego_CA|',''
E,'Buckwheat, cushenbury',plant,CA,,08/24/1994,'San Bernardino_CA|',''
E,'Buckwheat, Ione',plant,CA,,05/26/1999,'Amador_CA|Sacramento_CA|',''
E,'Bush-mallow, San Clemente Island',plant,CA,,09/12/1977,'Los Angeles_CA|','05/18/2010_Delisting: Recovery|'
E,'Bush-mallow, Santa Cruz Island',plant,CA,,07/31/1997,'Santa Barbara_CA|',''
T,"Butterweed, Layne's",plant,CA,,10/18/1996,'Butte_CA|El Dorado_CA|Nevada_CA|Placer_CA|Sacramento_CA|Tuolumne_CA|Yuba_CA|',''
E,'Button-celery, San Diego',plant,CA,https://ecos.fws.gov/docs/species_images/doc5152-250px-thumbnail.jpg,08/03/1993,'Orange_CA|Riverside_CA|San Diego_CA|',''
E,'Cactus, Bakersfield',plant,CA,,07/19/1990,'Kern_CA|',''
