status, name, type, state, url,enlistedDate, counties, petetionDetails
T,'Shiner, blue',plant,AL,,04/22/1992,'Calhoun_AL|Cherokee_AL|Clay_AL|Cleburne_AL|Coosa_AL|DeKalb_AL|Talladega_AL|Fannin_GA|Gilmer_GA|Gordon_GA|Murray_GA|Walker_GA|Whitfield_GA|Bradley_TN|Polk_TN|',''
E,'Shiner, Cahaba',plant,AL,,10/25/1990,'Bibb_AL|Blount_AL|Chilton_AL|Etowah_AL|Jefferson_AL|Marshall_AL|St. Clair_AL|Shelby_AL|Tuscaloosa_AL|Walker_AL|',''
E,'Shiner, palezone',plant,AL,,04/27/1993,'Jackson_AL|Madison_AL|Marshall_AL|McCreary_KY|Wayne_KY|',''
E,'Shrimp, Alabama cave',plant,AL,,09/07/1988,'Jackson_AL|Limestone_AL|Madison_AL|Marshall_AL|Morgan_AL|',''
T,'Slabshell, Chipola',plant,AL,,03/16/1998,'Geneva_AL|Houston_AL|Calhoun_FL|Gulf_FL|Jackson_FL|Washington_FL|Bay_FL|Franklin_FL|Liberty_FL|',''
E,'Snail, armored',plant,AL,,02/25/2000,'Limestone_AL|Madison_AL|',''
T,'Snail, tulotoma',plant,AL,,01/09/1991,'Autauga_AL|Clarke_AL|Coosa_AL|Dallas_AL|Elmore_AL|Lowndes_AL|Monroe_AL|Montgomery_AL|St. Clair_AL|Shelby_AL|Talladega_AL|Wilcox_AL|',''
T,'Snake, black pine',plant,AL,https://ecos.fws.gov/docs/species_images/doc5680-250px-thumbnail.jpg,11/05/2015,'Choctaw_AL|Clarke_AL|Mobile_AL|Washington_AL|Forrest_MS|George_MS|Greene_MS|Harrison_MS|Jackson_MS|Jones_MS|Lamar_MS|Lawrence_MS|Marion_MS|Pearl River_MS|Perry_MS|Stone_MS|Wayne_MS|','05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|'
T,'Snake, eastern indigo',plant,AL,https://ecos.fws.gov/docs/species_images/doc3730-250px-thumbnail.jpg,03/03/1978,'Baldwin_AL|Clarke_AL|Coffee_AL|Conecuh_AL|Covington_AL|Dale_AL|Escambia_AL|Geneva_AL|Henry_AL|Houston_AL|Mobile_AL|Monroe_AL|Washington_AL|Alachua_FL|Baker_FL|Bay_FL|Bradford_FL|Brevard_FL|Broward_FL|Calhoun_FL|Charlotte_FL|Citrus_FL|Clay_FL|Collier_FL|Columbia_FL|DeSoto_FL|Dixie_FL|Duval_FL|Escambia_FL|Flagler_FL|Franklin_FL|Gadsden_FL|Gilchrist_FL|Glades_FL|Gulf_FL|Hamilton_FL|Hardee_FL|Hendry_FL|Hernando_FL|Highlands_FL|Hillsborough_FL|Holmes_FL|Indian River_FL|Jackson_FL|Jefferson_FL|Lafayette_FL|Lake_FL|Lee_FL|Leon_FL|Levy_FL|Liberty_FL|Madison_FL|Manatee_FL|Marion_FL|Martin_FL|Miami-Dade_FL|Monroe_FL|Nassau_FL|Okaloosa_FL|Okeechobee_FL|Orange_FL|Osceola_FL|Palm Beach_FL|Pasco_FL|Pinellas_FL|Polk_FL|Putnam_FL|St. Johns_FL|St. Lucie_FL|Santa Rosa_FL|Sarasota_FL|Seminole_FL|Sumter_FL|Suwannee_FL|Taylor_FL|Union_FL|Volusia_FL|Wakulla_FL|Walton_FL|Washington_FL|Appling_GA|Atkinson_GA|Bacon_GA|Baker_GA|Ben Hill_GA|Berrien_GA|Brantley_GA|Brooks_GA|Bryan_GA|Bulloch_GA|Camden_GA|Candler_GA|Charlton_GA|Chatham_GA|Clay_GA|Clinch_GA|Coffee_GA|Colquitt_GA|Cook_GA|Decatur_GA|Dodge_GA|Early_GA|Echols_GA|Effingham_GA|Emanuel_GA|Evans_GA|Glynn_GA|Irwin_GA|Jeff Davis_GA|Jenkins_GA|Johnson_GA|Lanier_GA|Laurens_GA|Liberty_GA|Long_GA|Lowndes_GA|McIntosh_GA|Miller_GA|Montgomery_GA|Pierce_GA|Pulaski_GA|Randolph_GA|Seminole_GA|Tattnall_GA|Telfair_GA|Tift_GA|Toombs_GA|Treutlen_GA|Turner_GA|Ware_GA|Wayne_GA|Wheeler_GA|Wilcox_GA|Worth_GA|',''
E,'Spectaclecase (mussel)',plant,AL,,04/12/2012,'Colbert_AL|Lauderdale_AL|Limestone_AL|Madison_AL|Marshall_AL|Morgan_AL|Clark_AR|Hot Spring_AR|Johnson_AR|Nevada_AR|Ouachita_AR|Pike_AR|Adams_IL|Hancock_IL|Henderson_IL|Madison_IL|Massac_IL|Mercer_IL|Pike_IL|Rock Island_IL|Wabash_IL|Clayton_IA|Des Moines_IA|Dubuque_IA|Lee_IA|Louisa_IA|Muscatine_IA|Scott_IA|Linn_KS|Barren_KY|Butler_KY|Edmonson_KY|Green_KY|Hart_KY|Jefferson_KY|Livingston_KY|McCracken_KY|McCreary_KY|Marshall_KY|Pulaski_KY|Warren_KY|Wayne_KY|Chisago_MN|Pine_MN|Washington_MN|Cedar_MO|Cole_MO|Crawford_MO|Franklin_MO|Gasconade_MO|Jefferson_MO|Laclede_MO|Lincoln_MO|Maries_MO|Marion_MO|Miller_MO|Osage_MO|Phelps_MO|Pike_MO|Pulaski_MO|Ralls_MO|St. Clair_MO|St. Louis_MO|Texas_MO|Washington_MO|Anderson_TN|Campbell_TN|Claiborne_TN|Clay_TN|Cocke_TN|Decatur_TN|DeKalb_TN|Dickson_TN|Grainger_TN|Greene_TN|Grundy_TN|Hamblen_TN|Hancock_TN|Hardin_TN|Hawkins_TN|Henderson_TN|Hickman_TN|Humphreys_TN|Jackson_TN|Jefferson_TN|Knox_TN|Loudon_TN|McNairy_TN|Macon_TN|Marion_TN|Perry_TN|Putnam_TN|Roane_TN|Sequatchie_TN|Sevier_TN|Smith_TN|Union_TN|Washington_TN|Wayne_TN|Wilson_TN|Buchanan_VA|Dickenson_VA|Lee_VA|Russell_VA|Scott_VA|Smyth_VA|Tazewell_VA|Washington_VA|Wise_VA|Norton_VA|Fayette_WV|Kanawha_WV|Mason_WV|Putnam_WV|Burnett_WI|Chippewa_WI|Crawford_WI|Grant_WI|Pierce_WI|Polk_WI|St. Croix_WI|','04/20/2010_Listing: Threatened or EndangeredAPA: Designate Critical Habitat|'
E,'Stirrupshell',plant,AL,,04/07/1987,'Greene_AL|Pickens_AL|Clay_MS|Lowndes_MS|Monroe_MS|Noxubee_MS|',''
T,'Stork, wood',plant,AL,https://ecos.fws.gov/docs/species_images/doc1974-250px-thumbnail.jpg,02/28/1984,'Autauga_AL|Baldwin_AL|Barbour_AL|Bibb_AL|Bullock_AL|Butler_AL|Chambers_AL|Chilton_AL|Choctaw_AL|Clarke_AL|Coffee_AL|Conecuh_AL|Coosa_AL|Covington_AL|Crenshaw_AL|Dale_AL|Dallas_AL|Elmore_AL|Escambia_AL|Fayette_AL|Geneva_AL|Greene_AL|Hale_AL|Henry_AL|Houston_AL|Lamar_AL|Lee_AL|Lowndes_AL|Macon_AL|Marengo_AL|Marion_AL|Mobile_AL|Monroe_AL|Montgomery_AL|Perry_AL|Pickens_AL|Pike_AL|Russell_AL|Sumter_AL|Tallapoosa_AL|Tuscaloosa_AL|Washington_AL|Wilcox_AL|Alachua_FL|Baker_FL|Bay_FL|Bradford_FL|Brevard_FL|Broward_FL|Calhoun_FL|Charlotte_FL|Citrus_FL|Clay_FL|Collier_FL|Columbia_FL|DeSoto_FL|Dixie_FL|Duval_FL|Escambia_FL|Flagler_FL|Franklin_FL|Gadsden_FL|Gilchrist_FL|Glades_FL|Gulf_FL|Hamilton_FL|Hardee_FL|Hendry_FL|Hernando_FL|Highlands_FL|Hillsborough_FL|Holmes_FL|Indian River_FL|Jackson_FL|Jefferson_FL|Lafayette_FL|Lake_FL|Lee_FL|Leon_FL|Levy_FL|Liberty_FL|Madison_FL|Manatee_FL|Marion_FL|Martin_FL|Miami-Dade_FL|Monroe_FL|Nassau_FL|Okaloosa_FL|Okeechobee_FL|Orange_FL|Osceola_FL|Palm Beach_FL|Pasco_FL|Pinellas_FL|Polk_FL|Putnam_FL|St. Johns_FL|St. Lucie_FL|Santa Rosa_FL|Sarasota_FL|Seminole_FL|Sumter_FL|Suwannee_FL|Taylor_FL|Union_FL|Volusia_FL|Wakulla_FL|Walton_FL|Washington_FL|Atkinson_GA|Baker_GA|Berrien_GA|Brantley_GA|Brooks_GA|Bryan_GA|Burke_GA|Camden_GA|Chatham_GA|Colquitt_GA|Cook_GA|Dougherty_GA|Emanuel_GA|Glynn_GA|Grady_GA|Jenkins_GA|Lanier_GA|Lee_GA|Liberty_GA|Long_GA|Lowndes_GA|McIntosh_GA|Mitchell_GA|Morgan_GA|Pierce_GA|Richmond_GA|Thomas_GA|Turner_GA|Wayne_GA|Worth_GA|Adams_MS|Alcorn_MS|Amite_MS|Attala_MS|Benton_MS|Bolivar_MS|Calhoun_MS|Carroll_MS|Chickasaw_MS|Choctaw_MS|Claiborne_MS|Clarke_MS|Clay_MS|Coahoma_MS|Copiah_MS|Covington_MS|DeSoto_MS|Forrest_MS|Franklin_MS|George_MS|Greene_MS|Grenada_MS|Hancock_MS|Harrison_MS|Hinds_MS|Holmes_MS|Humphreys_MS|Issaquena_MS|Itawamba_MS|Jackson_MS|Jasper_MS|Jefferson_MS|Jefferson Davis_MS|Jones_MS|Kemper_MS|Lafayette_MS|Lamar_MS|Lauderdale_MS|Lawrence_MS|Leake_MS|Lee_MS|Leflore_MS|Lincoln_MS|Lowndes_MS|Madison_MS|Marion_MS|Marshall_MS|Monroe_MS|Montgomery_MS|Neshoba_MS|Newton_MS|Noxubee_MS|Oktibbeha_MS|Panola_MS|Pearl River_MS|Perry_MS|Pike_MS|Pontotoc_MS|Prentiss_MS|Quitman_MS|Rankin_MS|Scott_MS|Sharkey_MS|Simpson_MS|Smith_MS|Stone_MS|Sunflower_MS|Tallahatchie_MS|Tate_MS|Tippah_MS|Tishomingo_MS|Tunica_MS|Union_MS|Walthall_MS|Warren_MS|Washington_MS|Wayne_MS|Webster_MS|Wilkinson_MS|Winston_MS|Yalobusha_MS|Yazoo_MS|Bladen_NC|Brunswick_NC|Columbus_NC|Sampson_NC|Aiken_SC|Allendale_SC|Bamberg_SC|Barnwell_SC|Sumter_SC|Beaufort_SC|Berkeley_SC|Charleston_SC|Colleton_SC|Dorchester_SC|Georgetown_SC|Hampton_SC|Horry_SC|Jasper_SC|McCormick_SC|Marion_SC|Richland_SC|Williamsburg_SC|Calhoun_SC|Clarendon_SC|Florence_SC|Lexington_SC|Orangeburg_SC|','05/28/2009_Reclassify: Downlist threatened|'
E,'Sturgeon, Alabama',plant,AL,,05/05/2000,'Autauga_AL|Baldwin_AL|Bibb_AL|Clarke_AL|Dallas_AL|Escambia_AL|Lowndes_AL|Marengo_AL|Mobile_AL|Monroe_AL|Perry_AL|Washington_AL|Wilcox_AL|','07/16/1998_Listing: EndangeredAPA: Designate Critical Habitat|11/19/1993_Listing: Endangered|'
T,'Sturgeon (Gulf subspecies), Atlantic',plant,AL,https://ecos.fws.gov/docs/species_images/doc3738-250px-thumbnail.jpg,09/30/1991,'Baldwin_AL|Choctaw_AL|Clarke_AL|Coffee_AL|Conecuh_AL|Covington_AL|Crenshaw_AL|Dale_AL|Escambia_AL|Geneva_AL|Houston_AL|Mobile_AL|Monroe_AL|Washington_AL|Bay_FL|Calhoun_FL|Charlotte_FL|Collier_FL|Columbia_FL|Dixie_FL|Escambia_FL|Franklin_FL|Gadsden_FL|Gilchrist_FL|Gulf_FL|Hamilton_FL|Holmes_FL|Jackson_FL|Jefferson_FL|Lafayette_FL|Lee_FL|Leon_FL|Levy_FL|Liberty_FL|Madison_FL|Monroe_FL|Okaloosa_FL|Santa Rosa_FL|Sarasota_FL|Suwannee_FL|Wakulla_FL|Walton_FL|Washington_FL|Ascension_LA|Cameron_LA|East Baton Rouge_LA|East Feliciana_LA|Iberia_LA|Iberville_LA|Jefferson_LA|Lafourche_LA|Livingston_LA|Orleans_LA|Plaquemines_LA|St. Bernard_LA|St. Charles_LA|St. Helena_LA|St. James_LA|St. John the Baptist_LA|St. Mary_LA|St. Tammany_LA|Tangipahoa_LA|Terrebonne_LA|Vermilion_LA|Washington_LA|Clarke_MS|Copiah_MS|Forrest_MS|George_MS|Greene_MS|Hancock_MS|Harrison_MS|Hinds_MS|Jackson_MS|Jones_MS|Lawrence_MS|Marion_MS|Pearl River_MS|Perry_MS|Pike_MS|Rankin_MS|Simpson_MS|Walthall_MS|Wayne_MS|',''
T,'Sunfish, spring pygmy',plant,AL,,12/02/2013,'Limestone_AL|Madison_AL|','11/24/2009_Listing: EndangeredAPA: Designate Critical Habitat|'
T,'Tortoise, gopher',plant,AL,https://ecos.fws.gov/docs/species_images/doc3731-250px-thumbnail.jpg,07/07/1987,'Baldwin_AL|Barbour_AL|Bullock_AL|Butler_AL|Choctaw_AL|Clarke_AL|Coffee_AL|Conecuh_AL|Covington_AL|Crenshaw_AL|Dale_AL|Dallas_AL|Escambia_AL|Geneva_AL|Henry_AL|Houston_AL|Lee_AL|Lowndes_AL|Macon_AL|Marengo_AL|Mobile_AL|Monroe_AL|Montgomery_AL|Pike_AL|Russell_AL|Washington_AL|Wilcox_AL|Alachua_FL|Baker_FL|Bay_FL|Bradford_FL|Brevard_FL|Broward_FL|Calhoun_FL|Charlotte_FL|Citrus_FL|Clay_FL|Collier_FL|Columbia_FL|DeSoto_FL|Dixie_FL|Duval_FL|Escambia_FL|Flagler_FL|Franklin_FL|Gadsden_FL|Gilchrist_FL|Glades_FL|Gulf_FL|Hamilton_FL|Hardee_FL|Hendry_FL|Hernando_FL|Highlands_FL|Hillsborough_FL|Holmes_FL|Indian River_FL|Jackson_FL|Jefferson_FL|Lafayette_FL|Lake_FL|Lee_FL|Leon_FL|Levy_FL|Liberty_FL|Madison_FL|Manatee_FL|Marion_FL|Martin_FL|Miami-Dade_FL|Monroe_FL|Nassau_FL|Okaloosa_FL|Okeechobee_FL|Orange_FL|Osceola_FL|Palm Beach_FL|Pasco_FL|Pinellas_FL|Polk_FL|Putnam_FL|St. Johns_FL|St. Lucie_FL|Santa Rosa_FL|Sarasota_FL|Seminole_FL|Sumter_FL|Suwannee_FL|Taylor_FL|Union_FL|Volusia_FL|Wakulla_FL|Walton_FL|Washington_FL|Appling_GA|Atkinson_GA|Bacon_GA|Baker_GA|Ben Hill_GA|Berrien_GA|Bleckley_GA|Brantley_GA|Brooks_GA|Bryan_GA|Bulloch_GA|Burke_GA|Calhoun_GA|Camden_GA|Candler_GA|Charlton_GA|Chatham_GA|Chattahoochee_GA|Clay_GA|Clinch_GA|Coffee_GA|Colquitt_GA|Cook_GA|Crawford_GA|Crisp_GA|Decatur_GA|Dodge_GA|Dooly_GA|Dougherty_GA|Early_GA|Echols_GA|Effingham_GA|Emanuel_GA|Evans_GA|Glascock_GA|Glynn_GA|Grady_GA|Houston_GA|Irwin_GA|Jeff Davis_GA|Jefferson_GA|Jenkins_GA|Johnson_GA|Lanier_GA|Laurens_GA|Lee_GA|Liberty_GA|Long_GA|Lowndes_GA|McDuffie_GA|McIntosh_GA|Macon_GA|Marion_GA|Miller_GA|Mitchell_GA|Montgomery_GA|Muscogee_GA|Peach_GA|Pierce_GA|Pulaski_GA|Quitman_GA|Randolph_GA|Richmond_GA|Schley_GA|Screven_GA|Seminole_GA|Stewart_GA|Sumter_GA|Talbot_GA|Tattnall_GA|Taylor_GA|Telfair_GA|Terrell_GA|Thomas_GA|Tift_GA|Toombs_GA|Treutlen_GA|Turner_GA|Twiggs_GA|Ware_GA|Washington_GA|Wayne_GA|Webster_GA|Wheeler_GA|Wilcox_GA|Wilkinson_GA|Worth_GA|Aiken_SC|Allendale_SC|Barnwell_SC|Hampton_SC|Jasper_SC|Bamberg_SC|Colleton_SC|Dorchester_SC|','01/18/2006_Listing: ThreatenedAPA: Designate Critical Habitat|07/17/1984_Listing: Threatened|'
E,'Turtle, Alabama red-bellied',plant,AL,,06/16/1987,'Baldwin_AL|Clarke_AL|Mobile_AL|Washington_AL|Harrison_MS|Jackson_MS|',''
T,'Turtle, flattened musk',plant,AL,https://ecos.fws.gov/docs/species_images/doc4502-250px-thumbnail.jpg,06/11/1987,'Bibb_AL|Blount_AL|Cullman_AL|Etowah_AL|Fayette_AL|Franklin_AL|Jefferson_AL|Lawrence_AL|Marion_AL|Marshall_AL|Morgan_AL|St. Clair_AL|Tuscaloosa_AL|Walker_AL|Winston_AL|','12/01/1983_Listing: Threatened|'
E,'Wartyback, white (pearlymussel)',plant,AL,,06/14/1976,'Colbert_AL|Lauderdale_AL|Anderson_TN|Campbell_TN|Claiborne_TN|Decatur_TN|DeKalb_TN|Grainger_TN|Hancock_TN|Hardin_TN|Henderson_TN|Jefferson_TN|Knox_TN|Loudon_TN|McNairy_TN|Macon_TN|Perry_TN|Putnam_TN|Roane_TN|Sevier_TN|Smith_TN|Sumner_TN|Trousdale_TN|Union_TN|Wayne_TN|Wilson_TN|',''
E,'Waterdog, black warrior (=Sipsey Fork)',plant,AL,https://ecos.fws.gov/docs/species_images/doc1749-250px-thumbnail.jpg,02/02/2018,'Bibb_AL|Blount_AL|Cullman_AL|Etowah_AL|Fayette_AL|Franklin_AL|Jefferson_AL|Lawrence_AL|Marion_AL|Marshall_AL|Morgan_AL|St. Clair_AL|Tuscaloosa_AL|Walker_AL|Winston_AL|','04/20/2010_Listing: Threatened or EndangeredAPA: Designate Critical Habitat|05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|'
E,'Whale, finback',plant,AL,,06/02/1970,'Baldwin_AL|Mobile_AL|Mendocino_CA|Bryan_GA|Camden_GA|Chatham_GA|Glynn_GA|Liberty_GA|McIntosh_GA|',''
E,'Woodpecker, red-cockaded',plant,AL,https://ecos.fws.gov/docs/species_images/doc3700-250px-thumbnail.jpg,10/13/1970,'Autauga_AL|Barbour_AL|Bibb_AL|Bullock_AL|Calhoun_AL|Cherokee_AL|Chilton_AL|Clay_AL|Cleburne_AL|Conecuh_AL|Coosa_AL|Covington_AL|Dallas_AL|Escambia_AL|Greene_AL|Hale_AL|Macon_AL|Perry_AL|Randolph_AL|Russell_AL|Talladega_AL|Tallapoosa_AL|Tuscaloosa_AL|Ashley_AR|Bradley_AR|Calhoun_AR|Clark_AR|Columbia_AR|Drew_AR|Lafayette_AR|Monroe_AR|Scott_AR|Union_AR|Alachua_FL|Baker_FL|Bay_FL|Bradford_FL|Brevard_FL|Broward_FL|Calhoun_FL|Charlotte_FL|Citrus_FL|Clay_FL|Collier_FL|Columbia_FL|Dixie_FL|Duval_FL|Flagler_FL|Franklin_FL|Gadsden_FL|Gilchrist_FL|Glades_FL|Gulf_FL|Hamilton_FL|Hendry_FL|Hernando_FL|Highlands_FL|Hillsborough_FL|Indian River_FL|Jefferson_FL|Lafayette_FL|Lake_FL|Lee_FL|Leon_FL|Levy_FL|Liberty_FL|Madison_FL|Manatee_FL|Marion_FL|Martin_FL|Miami-Dade_FL|Nassau_FL|Okaloosa_FL|Okeechobee_FL|Orange_FL|Osceola_FL|Palm Beach_FL|Pasco_FL|Pinellas_FL|Polk_FL|Putnam_FL|St. Johns_FL|St. Lucie_FL|Santa Rosa_FL|Seminole_FL|Sumter_FL|Suwannee_FL|Taylor_FL|Union_FL|Volusia_FL|Wakulla_FL|Walton_FL|Appling_GA|Atkinson_GA|Bacon_GA|Baker_GA|Baldwin_GA|Ben Hill_GA|Brantley_GA|Brooks_GA|Bryan_GA|Camden_GA|Charlton_GA|Chatham_GA|Chattahoochee_GA|Decatur_GA|Effingham_GA|Emanuel_GA|Evans_GA|Grady_GA|Harris_GA|Jones_GA|Laurens_GA|Liberty_GA|Long_GA|Marion_GA|Montgomery_GA|Muscogee_GA|Putnam_GA|Richmond_GA|Seminole_GA|Stewart_GA|Talbot_GA|Tattnall_GA|Thomas_GA|Turner_GA|Ware_GA|Washington_GA|Wheeler_GA|Wilcox_GA|Worth_GA|Allen_LA|Beauregard_LA|Bienville_LA|Bossier_LA|Caddo_LA|Calcasieu_LA|Catahoula_LA|De Soto_LA|Evangeline_LA|Grant_LA|Jackson_LA|LaSalle_LA|Livingston_LA|Morehouse_LA|Natchitoches_LA|Ouachita_LA|Rapides_LA|Sabine_LA|St. Tammany_LA|Tangipahoa_LA|Union_LA|Vernon_LA|Webster_LA|Winn_LA|Adams_MS|Amite_MS|Choctaw_MS|Claiborne_MS|Copiah_MS|Forrest_MS|Franklin_MS|George_MS|Greene_MS|Hancock_MS|Harrison_MS|Jackson_MS|Jasper_MS|Jefferson_MS|Jones_MS|Lamar_MS|Leake_MS|Lincoln_MS|Newton_MS|Noxubee_MS|Oktibbeha_MS|Pearl River_MS|Perry_MS|Rankin_MS|Scott_MS|Simpson_MS|Smith_MS|Stone_MS|Wayne_MS|Wilkinson_MS|Winston_MS|Shannon_MO|Anson_NC|Beaufort_NC|Bertie_NC|Bladen_NC|Brunswick_NC|Camden_NC|Carteret_NC|Chatham_NC|Columbus_NC|Craven_NC|Cumberland_NC|Currituck_NC|Dare_NC|Duplin_NC|Edgecombe_NC|Gates_NC|Greene_NC|Halifax_NC|Harnett_NC|Hertford_NC|Hoke_NC|Hyde_NC|Johnston_NC|Jones_NC|Lee_NC|Lenoir_NC|Montgomery_NC|Moore_NC|Nash_NC|New Hanover_NC|Northampton_NC|Onslow_NC|Orange_NC|Pamlico_NC|Pender_NC|Pitt_NC|Richmond_NC|Robeson_NC|Sampson_NC|Scotland_NC|Tyrrell_NC|Wake_NC|Washington_NC|Wayne_NC|Wilson_NC|McCurtain_OK|Pushmataha_OK|Aiken_SC|Allendale_SC|Bamberg_SC|Barnwell_SC|Beaufort_SC|Berkeley_SC|Calhoun_SC|Charleston_SC|Chester_SC|Chesterfield_SC|Clarendon_SC|Colleton_SC|Darlington_SC|Dillon_SC|Dorchester_SC|Edgefield_SC|Florence_SC|Georgetown_SC|Hampton_SC|Horry_SC|Jasper_SC|Kershaw_SC|Laurens_SC|Lee_SC|Lexington_SC|McCormick_SC|Marion_SC|Marlboro_SC|Orangeburg_SC|Richland_SC|Saluda_SC|Sumter_SC|Williamsburg_SC|Angelina_TX|Cherokee_TX|Hardin_TX|Houston_TX|Jasper_TX|Liberty_TX|Montgomery_TX|Nacogdoches_TX|Newton_TX|Polk_TX|Sabine_TX|San Augustine_TX|San Jacinto_TX|Shelby_TX|Trinity_TX|Tyler_TX|Walker_TX|Southampton_VA|Sussex_VA|','08/22/1995_Delisting: Original Data in Error - New information|08/22/1995_Delisting: Original Data in Error - New information|'
T,'Amphianthus, little',plant,AL,https://ecos.fws.gov/docs/species_images/doc5041-250px-thumbnail.jpg,02/05/1988,'Chambers_AL|Clay_AL|Lee_AL|Macon_AL|Randolph_AL|Tallapoosa_AL|Baldwin_GA|Barrow_GA|Butts_GA|Carroll_GA|Cobb_GA|Columbia_GA|Coweta_GA|DeKalb_GA|Douglas_GA|Elbert_GA|Fayette_GA|Glascock_GA|Greene_GA|Gwinnett_GA|Hancock_GA|Harris_GA|Heard_GA|Henry_GA|McDuffie_GA|Madison_GA|Meriwether_GA|Morgan_GA|Muscogee_GA|Newton_GA|Oglethorpe_GA|Pike_GA|Putnam_GA|Rockdale_GA|Spalding_GA|Talbot_GA|Taliaferro_GA|Troup_GA|Walton_GA|Warren_GA|Washington_GA|Lancaster_SC|Saluda_SC|York_SC|',''
T,"Barbara's Buttons, Mohr's",plant,AL,,09/07/1988,'Bibb_AL|Blount_AL|Calhoun_AL|Cherokee_AL|Chilton_AL|Cleburne_AL|Cullman_AL|Etowah_AL|Fayette_AL|Jefferson_AL|St. Clair_AL|Shelby_AL|Talladega_AL|Tuscaloosa_AL|Walker_AL|Winston_AL|Floyd_GA|Walker_GA|',''
T,'Bladderpod, lyrate',plant,AL,,09/28/1990,'Colbert_AL|Franklin_AL|Lawrence_AL|',''
E,'Chaffseed, American',plant,AL,,09/29/1992,'Baldwin_AL|Barbour_AL|Bullock_AL|Clarke_AL|Escambia_AL|Macon_AL|Russell_AL|Gadsden_FL|Leon_FL|Baker_GA|Calhoun_GA|Colquitt_GA|Decatur_GA|Dougherty_GA|Early_GA|Lamar_GA|Lee_GA|Miller_GA|Mitchell_GA|Pike_GA|Seminole_GA|Spalding_GA|Terrell_GA|Tift_GA|Upson_GA|Worth_GA|Allen_LA|Beauregard_LA|Barnstable_MA|Burlington_NJ|Bladen_NC|Cumberland_NC|Hoke_NC|Moore_NC|Pender_NC|Scotland_NC|Beaufort_SC|Berkeley_SC|Charleston_SC|Clarendon_SC|Florence_SC|Horry_SC|Jasper_SC|Lee_SC|Sumter_SC|Williamsburg_SC|',''
T,'Fern, Alabama streak-sorus',plant,AL,,07/08/1992,'Cullman_AL|Franklin_AL|Lawrence_AL|Walker_AL|Winston_AL|',''
T,"Fern, American hart's-tongue",plant,AL,,07/14/1989,'Jackson_AL|Madison_AL|Marshall_AL|Morgan_AL|Chippewa_MI|Mackinac_MI|Madison_NY|Onondaga_NY|Marion_TN|',''
E,'Gladecress, Fleshy-fruit',plant,AL,,08/01/2014,'Cullman_AL|Lawrence_AL|Morgan_AL|','05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|'
E,'Grass, Tennessee yellow-eyed',plant,AL,,07/26/1991,'Bibb_AL|Calhoun_AL|Chilton_AL|Clay_AL|Cleburne_AL|Colbert_AL|Etowah_AL|Franklin_AL|Jefferson_AL|St. Clair_AL|Shelby_AL|Talladega_AL|Tuscaloosa_AL|Bartow_GA|Floyd_GA|Gordon_GA|Whitfield_GA|Lewis_TN|',''
E,'Harperella',plant,AL,,10/28/1988,'Cherokee_AL|DeKalb_AL|Etowah_AL|Marshall_AL|Garland_AR|Montgomery_AR|Perry_AR|Polk_AR|Scott_AR|Yell_AR|Dooly_GA|Greene_GA|Hancock_GA|Houston_GA|Marion_GA|Putnam_GA|Schley_GA|Taliaferro_GA|Allegany_MD|Washington_MD|Chatham_NC|Granville_NC|Lee_NC|Le Flore_OK|McCurtain_OK|Aiken_SC|Barnwell_SC|Saluda_SC|Frederick_VA|Mecklenburg_VA|Prince William_VA|Stafford_VA|Berkeley_WV|Hampshire_WV|Morgan_WV|',''
E,'Leather flower, Alabama',plant,AL,https://ecos.fws.gov/docs/species_images/doc5678-250px-thumbnail.jpg,09/26/1986,'Blount_AL|Calhoun_AL|Cherokee_AL|Etowah_AL|Jefferson_AL|St. Clair_AL|Floyd_GA|',''
E,"Leather flower, Morefield's",plant,AL,,05/20/1992,'Jackson_AL|Madison_AL|Marshall_AL|Franklin_TN|Grundy_TN|',''
T,'Orchid, white fringeless',plant,AL,https://ecos.fws.gov/docs/species_images/doc5079-250px-thumbnail.jpg,10/13/2016,'Bibb_AL|Calhoun_AL|Chambers_AL|Clay_AL|Cleburne_AL|Colbert_AL|Coosa_AL|DeKalb_AL|Etowah_AL|Fayette_AL|Franklin_AL|Jackson_AL|Jefferson_AL|Lauderdale_AL|Lawrence_AL|Madison_AL|Marion_AL|Randolph_AL|St. Clair_AL|Talladega_AL|Tallapoosa_AL|Tuscaloosa_AL|Walker_AL|Winston_AL|Bartow_GA|Carroll_GA|Chattooga_GA|Cobb_GA|Coweta_GA|Forsyth_GA|Habersham_GA|Pickens_GA|Rabun_GA|Stephens_GA|Laurel_KY|McCreary_KY|Pulaski_KY|Whitley_KY|Alcorn_MS|Itawamba_MS|Lowndes_MS|Monroe_MS|Prentiss_MS|Tishomingo_MS|Greenville_SC|Bledsoe_TN|Cumberland_TN|Franklin_TN|Grundy_TN|Loudon_TN|McMinn_TN|Marion_TN|Monroe_TN|Polk_TN|Roane_TN|Sequatchie_TN|Van Buren_TN|Warren_TN|White_TN|','05/11/2004_Listing: Threatened or EndangeredListing: ThreatenedAPA: Designate Critical Habitat|'
